Temperature,Humidity,Rainfall,Crop
18.349296532508152,74.12346457960325,131.84652084362057,Orange
19.105350369797264,52.2323303376011,75.26288212016316,Wheat
26.552143610655985,81.31331855872588,225.8273809764936,Coconut
15.3539838370305,46.2926584575003,38.35675616074358,Wheat
30.066665479835947,66.57765669117323,86.70456474454431,Cotton
29.64757349468595,64.37324958634075,46.509483598094015,Cotton
15.571010920536196,81.8958476643776,119.38862056264836,Orange
31.066653951367297,75.79205138062157,189.3924504586418,Jute
13.919841152809724,78.9553888924947,139.4798158628751,Orange
26.6967067309505,65.7308095692601,99.86180344199684,Cotton
6.420525311532723,56.72758478620855,88.83146322567134,Apple
14.572724898565617,49.374511608812554,104.92153089672809,Apple
19.471143014222722,79.60714217559622,137.45997353329307,Orange
19.485113494320743,61.92731725707914,80.41764466157781,Orange
22.02223900230914,58.56788149613895,52.41041197575646,Wheat
31.257306316792928,87.59267175515836,170.37294298959208,Jute
24.869389592579505,77.79759271802885,160.92333013533718,Rice
17.61310702358896,74.65698235770431,142.19371148983393,Orange
26.428127762280916,70.42929014718867,85.28967530815041,Maize
31.79113393853723,72.65010745122851,124.38862817805898,Cotton
14.26275693771888,43.842657810671135,80.30430855332814,Wheat
33.70049041362917,76.67836335384342,107.41403460822427,Cotton
25.98053567191004,79.3510483667305,211.6948688315788,Rice
22.208367052007773,69.71339168712039,159.11609139535017,Orange
23.15537272174807,82.66313952391144,165.4820743931937,Rice
27.15758112541974,68.64999633126878,246.06229043348551,Coconut
25.653856521100483,83.39154455832747,241.81762744976294,Coconut
36.86167794887187,78.5320511768545,167.45607391038658,Jute
10.599096344461422,57.1410357720493,47.36857164997051,Wheat
27.133960665846885,80.9748970683982,104.38883234887082,Cotton
32.172249754577635,67.95388290432847,121.24803010155874,Cotton
21.06602732274667,82.3689622165166,206.52638180449722,Rice
20.381036718115396,60.004450217600585,168.62789036216964,Orange
14.539990627451578,53.62349061226808,45.84847729122337,Wheat
10.903968402848903,48.33186463210594,83.43154216554467,Apple
14.560581579775151,34.64983027760767,49.33715311376958,Wheat
24.8068658475971,82.75921868035783,197.99781661618778,Rice
24.275859605067364,75.40232633909281,189.4625444915029,Rice
35.89510429177639,54.48071025117405,80.93432589462121,Cotton
28.505978161579883,86.32825557634438,197.26531363013152,Coconut
29.06847949116814,79.82495300528988,250.45126094391276,Coconut
26.831625927089554,76.05254014237339,243.07906520854883,Coconut
12.369018414252018,63.45191570610434,72.58119253557027,Apple
12.953095308239183,37.59469255147094,51.71407437015068,Wheat
29.28403852296828,60.24240907945922,232.04947847507236,Coconut
27.779369075860966,77.14603979385444,213.90304496334915,Rice
24.868411264424907,70.95182793516788,125.01214019405262,Cotton
20.45726258677778,60.104394312975344,86.9885846728931,Orange
28.32613539888216,80.84610917622209,243.01666789282677,Coconut
29.319832633351915,71.810306155991,121.18503581441597,Cotton
26.70068221236126,58.68399652670477,76.42522663231183,Maize
19.19628941349685,50.46957202237881,96.41384021584574,Maize
24.98542916604691,76.93341354987277,188.4368284949562,Rice
24.662507937011654,83.39588995245161,243.51338962405023,Coconut
26.90272088879287,100.0,167.03574598104717,Rice
12.161161726114589,59.383186324687166,108.5287993704161,Apple
9.57730433659795,66.97729487482763,132.50862869991352,Apple
15.9694287077977,58.748757862547606,119.1367585976298,Orange
38.35181413946951,84.75050561466524,179.71041700545015,Jute
10.571796115343568,58.21229771739319,117.8500123523023,Apple
24.617185617155876,82.73272644758973,252.9721553057498,Rice
34.63961026641453,66.38030214124265,119.4262448725902,Cotton
28.17187987234676,78.49183122431981,122.04829379530429,Jute
14.195944944471382,51.385447406809455,59.632934493220915,Wheat
24.556840081525,91.11682262517273,198.61898702800474,Coconut
11.918814723193208,56.97957726128362,76.65496360244346,Wheat
26.3493221154662,74.23139475108769,63.32641562608718,Maize
9.924545231249091,54.12038149044838,146.31828726636803,Wheat
28.33216530667615,83.97812137228891,140.98607318906826,Jute
26.00104426731831,69.68291086368305,106.6334314537484,Orange
18.76171516042968,74.76514921443457,70.21155533671465,Orange
29.278077600502005,74.27757032592025,236.9899437233669,Coconut
33.63119589940992,83.79011227606216,170.63696102273826,Jute
21.126351660591453,70.90748392761364,100.71914944012187,Maize
29.67841657451662,81.110261713975,219.82454485648663,Jute
13.698175202969844,54.03989823184366,71.64387985425304,Wheat
25.353513960527724,82.25496748716722,184.59638786023896,Jute
31.733691405296504,88.01837012368327,221.28377466198725,Jute
6.449280496166386,61.8317634578435,91.51534267054508,Apple
27.554187190434227,73.55055542516983,119.36585133573342,Cotton
28.352241277907094,78.77437003553123,152.82780392395506,Cotton
13.504780131880663,62.34454121487267,83.08159517878092,Wheat
15.005440833584029,56.04748225433322,98.3385657357498,Wheat
29.241624511752423,81.59247756458777,204.99457807103013,Coconut
26.03220439420607,87.40986034308027,215.1959635083701,Rice
28.097538378483645,55.078930577829354,132.78294104040629,Maize
26.338868044005753,69.08993853695411,92.53566892565205,Maize
28.181915736464234,62.24793494188026,64.43251200448515,Maize
21.533452269731548,92.56088497631083,171.87620655417857,Rice
